STATEFIPS,STATE,zipcode,agi_stub,N02650,A02650
1,AL,35544,1,120,1501
1,AL,35544,2,70,2588
1,AL,35544,3,30,1878
1,AL,35544,4,30,2851
1,AL,35544,5,0,0
1,AL,35544,6,0,0
1,AL,35546,1,600,7931
1,AL,35546,2,380,13805
1,AL,35546,3,210,13005
1,AL,35546,4,130,11261
1,AL,35546,5,120,16871
1,AL,35546,6,0,0
1,AL,35548,1,310,3889
1,AL,35548,2,160,5771
1,AL,35548,3,60,3600
1,AL,35548,4,40,3523
1,AL,35548,5,30,3916
1,AL,35548,6,0,0
1,AL,35549,1,670,8835
1,AL,35549,2,350,12662
1,AL,35549,3,150,9348
1,AL,35549,4,120,10091
1,AL,35549,5,70,9454
1,AL,35549,6,0,0
1,AL,35550,1,840,11112
1,AL,35550,2,480,17644
1,AL,35550,3,310,19094
1,AL,35550,4,140,12385
1,AL,35550,5,140,21368
1,AL,35550,6,0,0
1,AL,35552,1,170,2267
1,AL,35552,2,100,3651
1,AL,35552,3,50,3300
1,AL,35552,4,40,4096
1,AL,35552,5,0,0
1,AL,35552,6,0,0
1,AL,35553,1,830,11379
1,AL,35553,2,450,16367
1,AL,35553,3,230,14094
1,AL,35553,4,90,8279
1,AL,35553,5,100,17266
1,AL,35553,6,0,0
1,AL,35554,1,150,1871
1,AL,35554,2,90,3275
1,AL,35554,3,70,4302
1,AL,35554,4,50,4221
1,AL,35554,5,30,3862
1,AL,35554,6,0,0
1,AL,35555,1,1700,21840
1,AL,35555,2,990,35770
1,AL,35555,3,490,30750
1,AL,35555,4,290,25092
1,AL,35555,5,240,31016
1,AL,35555,6,40,11177
1,AL,35563,1,700,9118
1,AL,35563,2,380,13936
1,AL,35563,3,220,13860
1,AL,35563,4,140,12502
1,AL,35563,5,110,19324
1,AL,35563,6,0,0
1,AL,35564,1,390,5075
1,AL,35564,2,230,8117
1,AL,35564,3,110,6646
1,AL,35564,4,40,3620
1,AL,35564,5,30,3191
1,AL,35564,6,0,0
1,AL,35565,1,2510,33170
1,AL,35565,2,1260,45567
1,AL,35565,3,560,34569
1,AL,35565,4,280,24300
1,AL,35565,5,210,27577
1,AL,35565,6,60,23512
1,AL,35570,1,1880,25166
1,AL,35570,2,1000,35845
1,AL,35570,3,510,31184
1,AL,35570,4,280,24353
1,AL,35570,5,180,22876
1,AL,35570,6,40,12406
1,AL,35571,1,130,1712
1,AL,35571,2,110,3974
1,AL,35571,3,50,3268
1,AL,35571,4,30,3398
1,AL,35571,5,0,0
1,AL,35571,6,0,0
1,AL,35572,1,170,2274
1,AL,35572,2,100,3625
1,AL,35572,3,50,3186
1,AL,35572,4,20,1813
1,AL,35572,5,40,6734
1,AL,35572,6,0,0
1,AL,35574,1,200,2534
1,AL,35574,2,170,6177
1,AL,35574,3,90,5638
1,AL,35574,4,70,5769
1,AL,35574,5,30,4359
1,AL,35574,6,0,0
1,AL,35575,1,160,2147
1,AL,35575,2,80,2972
1,AL,35575,3,70,4077
1,AL,35575,4,30,2914
1,AL,35575,5,30,3282
1,AL,35575,6,0,0
1,AL,35576,1,450,5737
1,AL,35576,2,290,10581
1,AL,35576,3,200,12544
1,AL,35576,4,120,10618
1,AL,35576,5,70,9437
1,AL,35576,6,0,0
1,AL,35578,1,850,11382
1,AL,35578,2,490,17638
1,AL,35578,3,280,17103
1,AL,35578,4,120,10458
1,AL,35578,5,130,18001
1,AL,35578,6,0,0
1,AL,35579,1,480,6554
1,AL,35579,2,300,10869
1,AL,35579,3,180,10958
1,AL,35579,4,120,10349
1,AL,35579,5,80,10883
1,AL,35579,6,0,0
1,AL,35580,1,610,8374
1,AL,35580,2,350,12531
1,AL,35580,3,230,14284
1,AL,35580,4,150,13024
1,AL,35580,5,120,15877
1,AL,35580,6,0,0
1,AL,35581,1,950,12285
1,AL,35581,2,500,17758
1,AL,35581,3,240,14439
1,AL,35581,4,110,9349
1,AL,35581,5,100,13899
1,AL,35581,6,0,0
1,AL,35582,1,720,9168
1,AL,35582,2,530,18664
1,AL,35582,3,240,14730
1,AL,35582,4,110,9371
1,AL,35582,5,80,10319
1,AL,35582,6,30,15382
1,AL,35585,1,270,3554
1,AL,35585,2,150,5532
1,AL,35585,3,80,5186
1,AL,35585,4,60,5123
1,AL,35585,5,50,5873
1,AL,35585,6,0,0
1,AL,35586,1,730,9522
1,AL,35586,2,420,15267
1,AL,35586,3,230,14077
1,AL,35586,4,140,12002
1,AL,35586,5,80,10489
1,AL,35586,6,0,0
1,AL,35587,1,130,1594
1,AL,35587,2,90,3082
1,AL,35587,3,50,3100
1,AL,35587,4,30,2495
1,AL,35587,5,40,6188
1,AL,35587,6,0,0
1,AL,35592,1,760,9567
1,AL,35592,2,470,17696
1,AL,35592,3,230,14068
1,AL,35592,4,140,12234
1,AL,35592,5,120,17810
1,AL,35592,6,0,0
1,AL,35593,1,280,3593
1,AL,35593,2,210,7625
1,AL,35593,3,100,6212
1,AL,35593,4,50,3898
1,AL,35593,5,30,4142
1,AL,35593,6,0,0
1,AL,35594,1,1170,15427
1,AL,35594,2,710,25919
1,AL,35594,3,380,23699
1,AL,35594,4,250,21971
1,AL,35594,5,260,33583
1,AL,35594,6,40,12931
1,AL,35601,1,7370,101410
1,AL,35601,2,3770,133936
1,AL,35601,3,1500,91128
1,AL,35601,4,780,67517
1,AL,35601,5,810,109002
1,AL,35601,6,240,98780
1,AL,35603,1,5030,63831
1,AL,35603,2,2980,109191
1,AL,35603,3,1880,116979
1,AL,35603,4,1440,126146
1,AL,35603,5,1970,264182
1,AL,35603,6,400,163187
1,AL,35610,1,290,3762
1,AL,35610,2,200,6817
1,AL,35610,3,100,6357
1,AL,35610,4,100,8511
1,AL,35610,5,50,6494
1,AL,35610,6,0,0
1,AL,35611,1,4570,62012
1,AL,35611,2,2810,100199
1,AL,35611,3,1170,72304
1,AL,35611,4,730,63492
1,AL,35611,5,780,103176
1,AL,35611,6,130,45169
1,AL,35613,1,2680,33261
1,AL,35613,2,1630,60285
1,AL,35613,3,1320,82544
1,AL,35613,4,1090,95309
1,AL,35613,5,1630,219322
1,AL,35613,6,340,118468
1,AL,35614,1,1320,18153
1,AL,35614,2,750,27427
1,AL,35614,3,440,26929
1,AL,35614,4,250,21928
1,AL,35614,5,210,30701
1,AL,35614,6,0,0
1,AL,35616,1,630,8434
1,AL,35616,2,350,13072
1,AL,35616,3,220,13728
1,AL,35616,4,120,10671
1,AL,35616,5,110,16049
1,AL,35616,6,0,0
1,AL,35618,1,400,5450
1,AL,35618,2,220,8054
1,AL,35618,3,100,5884
1,AL,35618,4,40,3195
1,AL,35618,5,50,11666
1,AL,35618,6,0,0
1,AL,35619,1,880,11406
1,AL,35619,2,510,18847
1,AL,35619,3,340,20908
1,AL,35619,4,180,15798
1,AL,35619,5,170,25312
1,AL,35619,6,0,0
1,AL,35620,1,1450,18926
1,AL,35620,2,930,33749
1,AL,35620,3,510,31507
1,AL,35620,4,350,30645
1,AL,35620,5,320,40953
1,AL,35620,6,40,10968
1,AL,35621,1,480,6147
1,AL,35621,2,280,10410
1,AL,35621,3,160,9686
1,AL,35621,4,120,10479
1,AL,35621,5,110,14334
1,AL,35621,6,0,0
1,AL,35622,1,1180,15151
1,AL,35622,2,720,25945
1,AL,35622,3,370,23176
1,AL,35622,4,210,17944
1,AL,35622,5,190,30654
1,AL,35622,6,0,0
1,AL,35630,1,6770,85526
1,AL,35630,2,2970,106874
1,AL,35630,3,1280,78596
1,AL,35630,4,700,60748
1,AL,35630,5,820,109135
1,AL,35630,6,200,82868
1,AL,35633,1,3470,44015
1,AL,35633,2,1920,70100
1,AL,35633,3,1320,82127
1,AL,35633,4,860,74429
1,AL,35633,5,790,104711
1,AL,35633,6,130,45962
1,AL,35634,1,1680,20716
1,AL,35634,2,960,35807
1,AL,35634,3,650,40333
1,AL,35634,4,390,34392
1,AL,35634,5,550,74532
1,AL,35634,6,220,111468
1,AL,35640,1,4130,52892
1,AL,35640,2,2420,88686
1,AL,35640,3,1630,101676
1,AL,35640,4,1070,92689
1,AL,35640,5,1180,153330
1,AL,35640,6,160,54079
1,AL,35643,1,640,8910
1,AL,35643,2,350,12450
1,AL,35643,3,170,10694
1,AL,35643,4,100,8487
1,AL,35643,5,80,11449
1,AL,35643,6,0,0
1,AL,35645,1,1990,25156
1,AL,35645,2,1230,45810
1,AL,35645,3,860,53578
1,AL,35645,4,630,55144
1,AL,35645,5,750,100571
1,AL,35645,6,150,60640
1,AL,35646,1,900,11901
1,AL,35646,2,490,17610
1,AL,35646,3,230,14233
1,AL,35646,4,130,11057
1,AL,35646,5,130,16388
1,AL,35646,6,20,8591
1,AL,35647,1,160,2100
1,AL,35647,2,130,4669
1,AL,35647,3,70,4084
1,AL,35647,4,30,2585
1,AL,35647,5,40,5240
1,AL,35647,6,0,0
1,AL,35648,1,610,7643
1,AL,35648,2,370,13514
1,AL,35648,3,260,16041
1,AL,35648,4,160,13818
1,AL,35648,5,140,19532
1,AL,35648,6,0,0
1,AL,35650,1,2270,29291
1,AL,35650,2,1300,47691
1,AL,35650,3,780,47756
1,AL,35650,4,530,46140
1,AL,35650,5,470,58863
1,AL,35650,6,40,13963
1,AL,35651,1,170,2190
1,AL,35651,2,120,4183
1,AL,35651,3,60,3771
1,AL,35651,4,50,3891
1,AL,35651,5,30,4347
1,AL,35651,6,0,0
1,AL,35652,1,1270,15926
1,AL,35652,2,770,28061
1,AL,35652,3,530,32993
1,AL,35652,4,330,28903
1,AL,35652,5,340,43862
1,AL,35652,6,50,17518
1,AL,35653,1,2340,33230
1,AL,35653,2,1290,44775
1,AL,35653,3,470,28845
1,AL,35653,4,260,22855
1,AL,35653,5,250,32444
1,AL,35653,6,60,22102
1,AL,35654,1,1570,21166
1,AL,35654,2,840,29480
1,AL,35654,3,370,23115
1,AL,35654,4,170,14642
1,AL,35654,5,150,19656
1,AL,35654,6,30,8486
1,AL,35660,1,2050,27000
1,AL,35660,2,1010,36255
1,AL,35660,3,420,25660
1,AL,35660,4,250,21477
1,AL,35660,5,190,24513
1,AL,35660,6,30,11451
1,AL,35661,1,2970,38164
1,AL,35661,2,1690,61899
1,AL,35661,3,1130,70392
1,AL,35661,4,770,66630
1,AL,35661,5,870,112678
1,AL,35661,6,170,70350
1,AL,35670,1,1270,16644
1,AL,35670,2,740,26705
1,AL,35670,3,500,31048
1,AL,35670,4,280,24375
1,AL,35670,5,310,41726
1,AL,35670,6,40,10454
1,AL,35671,1,410,5765
1,AL,35671,2,230,8271
1,AL,35671,3,90,5397
1,AL,35671,4,60,5246
1,AL,35671,5,110,16307
1,AL,35671,6,0,0
1,AL,35672,1,1000,12879
1,AL,35672,2,690,24951
1,AL,35672,3,370,22547
1,AL,35672,4,240,20485
1,AL,35672,5,220,31572
1,AL,35672,6,0,0
1,AL,35673,1,1250,16285
1,AL,35673,2,820,30063
1,AL,35673,3,510,31546
1,AL,35673,4,350,30330
1,AL,35673,5,380,47971
1,AL,35673,6,30,12094
1,AL,35674,1,3280,42004
1,AL,35674,2,1870,67280
1,AL,35674,3,1080,67411
1,AL,35674,4,690,59889
1,AL,35674,5,670,86106
1,AL,35674,6,90,43283
1,AL,35677,1,320,4007
1,AL,35677,2,210,7592
1,AL,35677,3,110,6804
1,AL,35677,4,50,4357
1,AL,35677,5,40,5234
1,AL,35677,6,0,0
1,AL,35739,1,820,10840
1,AL,35739,2,530,19448
1,AL,35739,3,350,21564
1,AL,35739,4,200,17742
1,AL,35739,5,180,23196
1,AL,35739,6,20,6230
1,AL,35740,1,590,8055
1,AL,35740,2,410,14357
1,AL,35740,3,190,11734
1,AL,35740,4,90,8146
1,AL,35740,5,100,13699
1,AL,35740,6,0,0
1,AL,35741,1,420,4827
1,AL,35741,2,260,9611
1,AL,35741,3,160,9670
1,AL,35741,4,120,10755
1,AL,35741,5,280,41050
1,AL,35741,6,160,65234
1,AL,35744,1,430,5491
1,AL,35744,2,250,9118
1,AL,35744,3,140,8381
1,AL,35744,4,70,5766
1,AL,35744,5,40,5261
1,AL,35744,6,0,0
1,AL,35746,1,150,1948
1,AL,35746,2,100,3760
1,AL,35746,3,50,3388
1,AL,35746,4,40,3669
1,AL,35746,5,0,0
1,AL,35746,6,0,0
1,AL,35747,1,970,12206
1,AL,35747,2,570,20791
1,AL,35747,3,310,18941
1,AL,35747,4,240,20789
1,AL,35747,5,240,32431
1,AL,35747,6,40,14853
1,AL,35748,1,1110,14024
1,AL,35748,2,570,20523
1,AL,35748,3,380,23503
1,AL,35748,4,250,21685
1,AL,35748,5,490,66568
1,AL,35748,6,140,59466
1,AL,35749,1,3130,38181
1,AL,35749,2,2100,78028
1,AL,35749,3,1620,101464
1,AL,35749,4,1340,117956
1,AL,35749,5,1980,265530
1,AL,35749,6,280,83763
1,AL,35750,1,2160,27890
1,AL,35750,2,1380,50284
1,AL,35750,3,860,53373
1,AL,35750,4,560,48766
1,AL,35750,5,580,75612
1,AL,35750,6,60,16408
1,AL,35752,1,390,5292
1,AL,35752,2,220,7729
1,AL,35752,3,120,7165
1,AL,35752,4,70,5650
1,AL,35752,5,70,10121
1,AL,35752,6,0,0
1,AL,35754,1,920,12363
1,AL,35754,2,470,16929
1,AL,35754,3,270,16602
1,AL,35754,4,180,15297
1,AL,35754,5,220,29103
1,AL,35754,6,40,12313
1,AL,35755,1,100,1319
1,AL,35755,2,60,2090
1,AL,35755,3,30,1877
1,AL,35755,4,20,1941
1,AL,35755,5,30,4338
1,AL,35755,6,0,0
1,AL,35756,1,1550,18615
1,AL,35756,2,1040,39208
1,AL,35756,3,920,57606
1,AL,35756,4,800,70017
1,AL,35756,5,1420,193788
1,AL,35756,6,310,98609
1,AL,35757,1,1860,21726
1,AL,35757,2,1230,46031
1,AL,35757,3,980,61811
1,AL,35757,4,900,78595
1,AL,35757,5,1540,209594
1,AL,35757,6,250,66114
1,AL,35758,1,5990,68397
1,AL,35758,2,3280,121023
1,AL,35758,3,2590,162652
1,AL,35758,4,2280,201660
1,AL,35758,5,4780,671954
1,AL,35758,6,1380,502945
1,AL,35759,1,1010,12698
1,AL,35759,2,740,27709
1,AL,35759,3,600,37777
1,AL,35759,4,490,42799
1,AL,35759,5,670,89707
1,AL,35759,6,90,28674
1,AL,35760,1,860,11101
1,AL,35760,2,550,20009
1,AL,35760,3,310,19233
1,AL,35760,4,160,13632
1,AL,35760,5,180,22635
1,AL,35760,6,30,12108
1,AL,35761,1,1740,22649
1,AL,35761,2,1120,40919
1,AL,35761,3,780,48760
1,AL,35761,4,510,44629
1,AL,35761,5,700,93401
1,AL,35761,6,120,35421
1,AL,35763,1,1710,18291
1,AL,35763,2,930,35214
1,AL,35763,3,790,50033
1,AL,35763,4,840,74252
1,AL,35763,5,2070,290979
1,AL,35763,6,700,239050
1,AL,35764,1,90,1297
1,AL,35764,2,80,2848
1,AL,35764,3,30,2054
1,AL,35764,4,20,2589
1,AL,35764,5,0,0
1,AL,35764,6,0,0
1,AL,35765,1,710,9658
1,AL,35765,2,370,13702
1,AL,35765,3,190,11478
1,AL,35765,4,110,9427
1,AL,35765,5,90,10911
1,AL,35765,6,0,0
1,AL,35768,1,2180,28635
1,AL,35768,2,1310,46749
1,AL,35768,3,650,39805
1,AL,35768,4,330,28666
1,AL,35768,5,280,36245
1,AL,35768,6,70,24530
1,AL,35769,1,1650,21183
1,AL,35769,2,940,34494
1,AL,35769,3,540,33719
1,AL,35769,4,380,33002
1,AL,35769,5,470,63408
1,AL,35769,6,130,78317
1,AL,35771,1,630,8613
1,AL,35771,2,390,14144
1,AL,35771,3,180,11324
1,AL,35771,4,100,8321
1,AL,35771,5,90,12194
1,AL,35771,6,0,0
1,AL,35772,1,890,11948
1,AL,35772,2,540,19048
1,AL,35772,3,210,12645
1,AL,35772,4,150,13020
1,AL,35772,5,130,18581
1,AL,35772,6,0,0
1,AL,35773,1,2080,27059
1,AL,35773,2,1340,49553
1,AL,35773,3,780,48313
1,AL,35773,4,480,41606
1,AL,35773,5,580,75597
1,AL,35773,6,60,19608
1,AL,35775,1,140,2074
1,AL,35775,2,60,2303
1,AL,35775,3,20,1477
1,AL,35775,4,20,1936
1,AL,35775,5,20,2494
1,AL,35775,6,0,0
1,AL,35776,1,610,7995
1,AL,35776,2,400,14480
1,AL,35776,3,220,13766
1,AL,35776,4,100,8463
1,AL,35776,5,90,12333
1,AL,35776,6,0,0
1,AL,35801,1,3030,36626
1,AL,35801,2,1880,69926
1,AL,35801,3,1330,83583
1,AL,35801,4,1060,94216
1,AL,35801,5,1800,252230
1,AL,35801,6,930,499816
1,AL,35802,1,3520,43505
1,AL,35802,2,2060,75529
1,AL,35802,3,1360,84676
1,AL,35802,4,1080,94852
1,AL,35802,5,2050,283784
1,AL,35802,6,780,325888
1,AL,35803,1,3730,43529
1,AL,35803,2,2370,88757
1,AL,35803,3,1920,119992
1,AL,35803,4,1560,137396
1,AL,35803,5,2610,356433
1,AL,35803,6,520,164570
1,AL,35805,1,6030,84469
1,AL,35805,2,2070,71081
1,AL,35805,3,500,30091
1,AL,35805,4,190,16875
1,AL,35805,5,150,23866
1,AL,35805,6,0,0
1,AL,35806,1,3380,42096
1,AL,35806,2,2060,76824
1,AL,35806,3,1330,83168
1,AL,35806,4,1050,91450
1,AL,35806,5,1910,264904
1,AL,35806,6,440,140439
1,AL,35808,1,60,619
1,AL,35808,2,70,2879
1,AL,35808,3,80,4877
1,AL,35808,4,80,6740
1,AL,35808,5,110,15412
1,AL,35808,6,0,0
1,AL,35810,1,7530,99668
1,AL,35810,2,3600,127365
1,AL,35810,3,1440,88144
1,AL,35810,4,640,55385
1,AL,35810,5,530,68605
1,AL,35810,6,40,12779
1,AL,35811,1,4440,55934
1,AL,35811,2,2740,99920
1,AL,35811,3,1780,110726
1,AL,35811,4,1380,120430
1,AL,35811,5,1740,233730
1,AL,35811,6,250,81060
1,AL,35816,1,3900,50213
1,AL,35816,2,1250,43540
1,AL,35816,3,360,21729
1,AL,35816,4,150,13078
1,AL,35816,5,180,27267
1,AL,35816,6,0,0
1,AL,35824,1,890,11459
1,AL,35824,2,660,24750
1,AL,35824,3,560,35169
1,AL,35824,4,470,41051
1,AL,35824,5,740,101601
1,AL,35824,6,170,58297
1,AL,35901,1,3810,50392
1,AL,35901,2,1720,61343
1,AL,35901,3,770,47912
1,AL,35901,4,470,41239
1,AL,35901,5,490,67485
1,AL,35901,6,250,118790
1,AL,35903,1,3670,49900
1,AL,35903,2,1790,63988
1,AL,35903,3,870,53889
1,AL,35903,4,460,39977
1,AL,35903,5,350,45032
1,AL,35903,6,40,14850
1,AL,35904,1,2690,35661
1,AL,35904,2,1370,49429
1,AL,35904,3,600,36733
1,AL,35904,4,330,28939
1,AL,35904,5,230,28627
1,AL,35904,6,30,10007
1,AL,35905,1,1110,13822
1,AL,35905,2,660,23830
1,AL,35905,3,400,25173
1,AL,35905,4,240,20660
1,AL,35905,5,240,30338
1,AL,35905,6,40,10330
1,AL,35906,1,1820,23285
1,AL,35906,2,1030,37866
1,AL,35906,3,630,39129
1,AL,35906,4,390,34233
1,AL,35906,5,410,55017
1,AL,35906,6,80,39177
1,AL,35907,1,1140,14200
1,AL,35907,2,840,31655
1,AL,35907,3,610,38458
1,AL,35907,4,540,46692
1,AL,35907,5,500,64217
1,AL,35907,6,70,25917
1,AL,35950,1,4780,69102
1,AL,35950,2,2430,85301
1,AL,35950,3,820,51003
1,AL,35950,4,480,41301
1,AL,35950,5,370,47133
1,AL,35950,6,80,33223
1,AL,35951,1,2790,38519
1,AL,35951,2,1190,42711
1,AL,35951,3,470,29089
1,AL,35951,4,230,20121
1,AL,35951,5,200,25840
1,AL,35951,6,60,23615
1,AL,35952,1,1220,16103
1,AL,35952,2,710,25730
1,AL,35952,3,410,25548
1,AL,35952,4,190,16952
1,AL,35952,5,140,20280
1,AL,35952,6,0,0
1,AL,35953,1,1200,15746
1,AL,35953,2,790,28849
1,AL,35953,3,390,23785
1,AL,35953,4,270,23372
1,AL,35953,5,220,28243
1,AL,35953,6,20,7842
1,AL,35954,1,2430,32078
1,AL,35954,2,1260,45556
1,AL,35954,3,590,36123
1,AL,35954,4,270,22879
1,AL,35954,5,180,22688
1,AL,35954,6,20,10419
1,AL,35956,1,1550,19792
1,AL,35956,2,850,31002
1,AL,35956,3,470,29650
1,AL,35956,4,250,21456
1,AL,35956,5,200,29343
1,AL,35956,6,0,0
1,AL,35957,1,3200,43405
1,AL,35957,2,1760,62075
1,AL,35957,3,750,46286
1,AL,35957,4,400,34413
1,AL,35957,5,280,35522
1,AL,35957,6,50,16747
1,AL,35958,1,520,6607
1,AL,35958,2,320,12114
1,AL,35958,3,180,11232
1,AL,35958,4,90,7873
1,AL,35958,5,60,7549
1,AL,35958,6,0,0
1,AL,35959,1,800,10334
1,AL,35959,2,430,15594
1,AL,35959,3,240,14727
1,AL,35959,4,130,10800
1,AL,35959,5,110,14192
1,AL,35959,6,20,7292
1,AL,35960,1,1620,20838
1,AL,35960,2,820,30044
1,AL,35960,3,500,31280
1,AL,35960,4,320,27613
1,AL,35960,5,280,35526
1,AL,35960,6,50,19003
1,AL,35961,1,1190,17375
1,AL,35961,2,640,22156
1,AL,35961,3,230,14372
1,AL,35961,4,100,8156
1,AL,35961,5,80,13331
1,AL,35961,6,0,0
1,AL,35962,1,1430,20206
1,AL,35962,2,740,26075
1,AL,35962,3,280,17084
1,AL,35962,4,120,10496
1,AL,35962,5,100,15428
1,AL,35962,6,0,0
1,AL,35963,1,270,3607
1,AL,35963,2,180,6660
1,AL,35963,3,70,4323
1,AL,35963,4,50,5706
1,AL,35963,5,0,0
1,AL,35963,6,0,0
1,AL,35966,1,630,8083
1,AL,35966,2,330,12022
1,AL,35966,3,200,12350
1,AL,35966,4,100,8769
1,AL,35966,5,70,9240
1,AL,35966,6,0,0
1,AL,35967,1,2960,39607
1,AL,35967,2,1640,58517
1,AL,35967,3,740,45527
1,AL,35967,4,370,31669
1,AL,35967,5,300,39656
1,AL,35967,6,70,31026
1,AL,35968,1,1040,13825
1,AL,35968,2,630,22587
1,AL,35968,3,300,18232
1,AL,35968,4,160,14080
1,AL,35968,5,140,17661
1,AL,35968,6,40,15067
1,AL,35971,1,800,10734
1,AL,35971,2,470,16738
1,AL,35971,3,220,13507
1,AL,35971,4,120,9959
1,AL,35971,5,100,17493
1,AL,35971,6,0,0
1,AL,35972,1,190,2476
1,AL,35972,2,130,4943
1,AL,35972,3,70,4362
1,AL,35972,4,50,4050
1,AL,35972,5,30,5460
1,AL,35972,6,0,0
1,AL,35973,1,470,6032
1,AL,35973,2,260,9110
1,AL,35973,3,140,8412
1,AL,35973,4,80,7016
1,AL,35973,5,50,6707
1,AL,35973,6,0,0
1,AL,35974,1,330,4523
1,AL,35974,2,200,7039
1,AL,35974,3,90,5305
1,AL,35974,4,40,3800
1,AL,35974,5,30,5041
1,AL,35974,6,0,0
1,AL,35975,1,170,2306
1,AL,35975,2,100,3616
1,AL,35975,3,60,4145
1,AL,35975,4,0,0
1,AL,35975,5,30,3545
1,AL,35975,6,0,0
1,AL,35976,1,3150,40245
1,AL,35976,2,1540,56428
1,AL,35976,3,860,53412
1,AL,35976,4,530,46125
1,AL,35976,5,670,90583
1,AL,35976,6,230,97956
1,AL,35978,1,920,12198
1,AL,35978,2,570,20407
1,AL,35978,3,260,15875
1,AL,35978,4,130,10890
1,AL,35978,5,120,25970
1,AL,35978,6,0,0
1,AL,35979,1,250,3179
1,AL,35979,2,150,5459
1,AL,35979,3,80,4686
1,AL,35979,4,40,3717
1,AL,35979,5,20,2625
1,AL,35979,6,0,0
1,AL,35980,1,920,12408
1,AL,35980,2,490,17438
1,AL,35980,3,220,13240
1,AL,35980,4,110,9353
1,AL,35980,5,70,8902
1,AL,35980,6,0,0
1,AL,35981,1,370,4698
1,AL,35981,2,210,7803
1,AL,35981,3,130,7910
1,AL,35981,4,60,5154
1,AL,35981,5,30,4195
1,AL,35981,6,0,0
1,AL,35983,1,590,7783
1,AL,35983,2,360,13129
1,AL,35983,3,170,10692
1,AL,35983,4,110,9879
1,AL,35983,5,130,19176
1,AL,35983,6,0,0
1,AL,35984,1,350,4575
1,AL,35984,2,190,6856
1,AL,35984,3,90,5704
1,AL,35984,4,50,4513
1,AL,35984,5,80,13709
1,AL,35984,6,0,0
1,AL,35986,1,1440,18219
1,AL,35986,2,850,30536
1,AL,35986,3,410,25316
1,AL,35986,4,230,19930
1,AL,35986,5,190,24051
1,AL,35986,6,30,9839
1,AL,35987,1,450,5928
1,AL,35987,2,250,8995
1,AL,35987,3,130,8101
1,AL,35987,4,70,6378
1,AL,35987,5,80,12932
1,AL,35987,6,0,0
1,AL,35988,1,330,4507
1,AL,35988,2,180,6503
1,AL,35988,3,100,5993
1,AL,35988,4,50,4408
1,AL,35988,5,20,3256
1,AL,35988,6,0,0
1,AL,35989,1,630,8193
1,AL,35989,2,280,10097
1,AL,35989,3,140,8423
1,AL,35989,4,70,6007
1,AL,35989,5,80,15508
1,AL,35989,6,0,0
1,AL,36003,1,420,5737
1,AL,36003,2,190,6934
1,AL,36003,3,80,5106
1,AL,36003,4,60,4880
1,AL,36003,5,60,8648
1,AL,36003,6,0,0
1,AL,36005,1,320,4570
1,AL,36005,2,180,6796
1,AL,36005,3,100,6088
1,AL,36005,4,60,5092
1,AL,36005,5,40,5418
1,AL,36005,6,0,0
1,AL,36006,1,250,3386
1,AL,36006,2,160,5737
1,AL,36006,3,80,5089
1,AL,36006,4,60,4832
1,AL,36006,5,40,5677
1,AL,36006,6,0,0
1,AL,36009,1,430,5499
1,AL,36009,2,290,10447
1,AL,36009,3,140,8404
1,AL,36009,4,80,6893
1,AL,36009,5,70,8634
1,AL,36009,6,20,7246
1,AL,36010,1,1120,15876
1,AL,36010,2,590,20935
1,AL,36010,3,220,13743
1,AL,36010,4,110,9552
1,AL,36010,5,120,18483
1,AL,36010,6,0,0
1,AL,36013,1,70,748
1,AL,36013,2,60,2669
1,AL,36013,3,0,0
1,AL,36013,4,20,2047
1,AL,36013,5,60,10112
1,AL,36013,6,0,0
1,AL,36016,1,650,9083
1,AL,36016,2,350,12482
1,AL,36016,3,150,9716
1,AL,36016,4,100,8205
1,AL,36016,5,60,10935
1,AL,36016,6,0,0
1,AL,36017,1,370,5650
1,AL,36017,2,150,5077
1,AL,36017,3,70,4469
1,AL,36017,4,40,3938
1,AL,36017,5,0,0
1,AL,36017,6,0,0
1,AL,36020,1,260,3613
1,AL,36020,2,150,5194
1,AL,36020,3,50,3230
1,AL,36020,4,40,3094
1,AL,36020,5,40,4680
1,AL,36020,6,0,0
1,AL,36022,1,1810,22940
1,AL,36022,2,1200,44050
1,AL,36022,3,910,57268
1,AL,36022,4,760,66430
1,AL,36022,5,790,101275
1,AL,36022,6,60,23951
1,AL,36024,1,1070,13687
1,AL,36024,2,640,23242
1,AL,36024,3,360,22202
1,AL,36024,4,250,21520
1,AL,36024,5,210,28324
1,AL,36024,6,50,19765
1,AL,36025,1,730,9571
1,AL,36025,2,440,16115
1,AL,36025,3,210,12599
1,AL,36025,4,160,13755
1,AL,36025,5,140,19249
1,AL,36025,6,0,0
1,AL,36026,1,140,1926
1,AL,36026,2,110,3948
1,AL,36026,3,90,5565
1,AL,36026,4,40,3487
1,AL,36026,5,50,10479
1,AL,36026,6,0,0
1,AL,36027,1,3350,44032
1,AL,36027,2,1530,54000
1,AL,36027,3,600,37151
1,AL,36027,4,410,35389
1,AL,36027,5,440,58044
1,AL,36027,6,70,23505
1,AL,36028,1,320,4040
1,AL,36028,2,220,7693
1,AL,36028,3,90,5767
1,AL,36028,4,30,2595
1,AL,36028,5,40,6627
1,AL,36028,6,0,0
1,AL,36029,1,160,2158
1,AL,36029,2,100,3690
1,AL,36029,3,50,2913
